place_id,name,rating,type,htm,latitude,longitude,description
163,Kalikuning Park,4.4,Buatan,7500,-75.923.466,1.104.414.633,terletak di lereng gunung merapi kalikuning park menawarkan wisata alam dengan panorama hutan pinus aliran sungai dan udara segar tempat ini sering dijadikan lokasi piknik camping dan aktivitas alam lainnya
164,Bukit Pengilon,4.6,Alam,5000,-8.185.458.711,1.106.917.217,nama bukit pengilon berasal dari bahasa jawa yang berarti cermin karena di bukit ini terdapat batu yang mirip sekali dengan cermin areanya menyejukkan serta sangat luas bahkan saking luasnya destinasi ini banyak wisatawan yang melakukan tracking hingga camping dan mendirikan tenda di sana tak hanya itu tempat satu ini juga akan memanjakan mata anda anda bisa mengabadikan foto dengan pemandangan indah yang berlatar belakang laut
165,Punthuk Mongkrong,4.4,Alam,10000,-76.345,110.174.606,destinasi sunrise populer yang menawarkan panorama gunung merapi dan pegunungan menoreh dari ketinggian terdapat gardu pandang dan spot foto alam yang romantis cocok untuk wisata alam maupun healing singkat
166,LEGAWONG,4.4,Buatan,0,-78.235.991,1.103.928.814,legawong adalah destinasi alam yang menawarkan konsep wisata outdoor dengan camping ground kebun dan area edukasi lingkungan cocok untuk kegiatan komunitas sekolah atau keluarga yang ingin menikmati wisata hijau
167,Gunung Mungker,4.3,Alam,5000,-78.758.728,1.104.578.762,gunung kecil yang menawarkan panorama kota dari ketinggian dengan suasana sejuk dan jalan pendakian yang ramah bagi pemula spot ini juga cocok untuk pengamatan bintang dan menikmati city light yogyakarta di malam hari
168,Wisata Alam Watu Lawang,4.2,Alam,10000,-79.378.555,1.104.181.981,terkenal dengan gardu pandangnya yang ikonik watu lawang menyajikan keindahan hutan pinus dan panorama lembah tempat ini sangat cocok untuk foto instagram bersepeda atau sekadar menikmati ketenangan alam
169,Kedung Pengilon,4,Buatan,0,-78.560.863,110.288.863,air terjun kecil dengan kolam alami berair jernih yang berada di tengah pedesaan tempat ini cocok untuk berenang piknik atau healing sambil menikmati suara alam yang menenangkan
170,Lembah Bendo Camping Ground and Outdoor Activity,4.3,Alam,15000,-76.138.414,1.104.312.632,area camping luas yang berada di tengah alam asri dengan fasilitas lengkap untuk kegiatan luar ruangan seperti outbound api unggun dan edukasi alam cocok untuk kegiatan komunitas sekolah atau keluarga pencinta alam
171,Congot Beach,4.3,Pantai,6000,-79.075.425,1.100.535.658,pantai yang terletak di ujung barat kulon progo ini terkenal dengan pemandangan muara sungai dan hutan bakau cocok untuk menikmati sunset dan fotografi alam serta melihat aktivitas nelayan lokal
172,Taman Wana Winulang,4,Buatan,0,-7.856.079,110.166.051,destinasi alam yang menawarkan wisata edukasi hutan dan pelestarian lingkungan taman ini cocok untuk keluarga pelajar dan pecinta alam yang ingin lebih dekat dengan keanekaragaman flora
173,Museum of Biology UGM,4.4,Budaya Dan Sejarah,7000,-78.017.655,1.103.744.009,museum edukatif milik universitas gadjah mada ini memiliki koleksi ribuan spesimen hewan tumbuhan dan fosil tempat ini sangat cocok untuk pelajar dan peneliti yang ingin belajar tentang keanekaragaman hayati indonesia
174,Tamansari Keraton,4.6,Budaya Dan Sejarah,15000,-78.102.151,110.358.903,kompleks bekas taman kerajaan kesultanan yogyakarta yang dulunya digunakan untuk tempat pemandian dan tempat meditasi para raja arsitekturnya unik dan sarat akan nilai sejarah
175,Trisik Beach,3.9,Pantai,6000,-79.673.349,110.182.607,pantai yang masih alami di kulon progo populer untuk melihat burung migran dan aktivitas nelayan terdapat juga konservasi penyu yang menambah nilai edukatif dari tempat ini
176,Gardu Pandang Merapi,4.3,Alam,5000,-75.926.693,1.104.250.243,tempat terbaik untuk menikmati pemandangan gunung merapi secara langsung cocok untuk wisatawan yang ingin melihat keindahan dan kekuatan alam dari jarak aman
177,Tamansari Water Castle,4.6,Budaya Dan Sejarah,15000,-78.100.369,1.103.591.915,salah satu ikon sejarah di yogyakarta berupa kompleks bangunan bekas tempat pemandian putri keraton dikenal karena lorong lorong bawah tanah dan bangunan artistik untuk spot foto
178,Gunung Gamping,4.3,Budaya Dan Sejarah,10000,-78.046.696,1.103.196.567,bukit kapur yang menawarkan wisata edukasi geologi tempat ini cocok untuk tracking ringan sambil belajar tentang formasi batuan karst di yogyakarta
179,Puncak Kleco Desa Wisata Tinalah,4.5,Alam,10000,-77.125.459,1.102.045.109,spot sunrise yang berada di kawasan menoreh dengan gardu pandang dan suasana sejuk khas pegunungan dikenal sebagai tempat healing dan foto foto berlatar alam
180,Pantai Butuh,4.4,Pantai,5000,-81.117.719,1.104.855.447,pantai tersembunyi di gunungkidul yang menawarkan ketenangan dan keindahan alami cocok untuk wisatawan yang ingin menjauh dari keramaian dan menikmati pantai secara privat
181,Stonehenge Yogyakarta,4.4,Alam,10000,-76.024.289,1.104.480.035,replika situs prasejarah stonehenge yang berada di kaki gunung merapi tempat ini menjadi daya tarik foto dan edukasi budaya populer yang unik di kawasan merapi
182,Snack Wonderland,4.1,Buatan,10000,-77.721.185,1.104.311.704,destinasi wisata kuliner dan edukatif yang menyajikan aneka camilan khas indonesia dalam konsep interaktif dan instagramable cocok untuk wisata keluarga dan anak anak
183,Wisata Alam Jurug Gedhe,4,Alam,5000,-78.240.577,1.105.367.479,air terjun alami tersembunyi di area perbukitan yang masih asri dan alami tempat ini cocok untuk wisata petualangan ringan dan menikmati kesegaran alam
184,History Of Java Museum (HOJM),4.5,Budaya Dan Sejarah,25000,-78.439.029,110.362.261,museum interaktif yang menyajikan sejarah panjang pulau jawa dari zaman prasejarah hingga masa kini menggunakan teknologi ar vr dan instalasi modern edukatif dan futuristik
185,Village Tourism New Nglepen,4,Agrowisata,5000,-78.137.377,1.105.034.501,desa wisata unik yang terkenal dengan rumah rumah berbentuk dome hasil relokasi pasca gempa pengunjung bisa belajar mitigasi bencana dan menyaksikan kehidupan warga yang resilien
186,puncak bucu,4.1,Alam,5000,-78.618.548,1.104.430.834,puncak bukit yang menawarkan panorama alam terbuka dengan view derajat pegunungan dan hutan ideal untuk hiking ringan menikmati sunrise sunset dan fotografi
187,Museum Sri Sultan Hamengkubuwono IX,4.7,Budaya Dan Sejarah,10000,-78.083.193,1.103.644.395,museum yang menyimpan peninggalan pribadi dan catatan sejarah dari sri sultan hb ix tokoh penting dalam kemerdekaan ri cocok untuk belajar sejarah nasional dari perspektif yogyakarta
188,Taman Kota Wates,4.5,Buatan,0,-78.584.717,1.101.600.975,ruang terbuka hijau di tengah kota wates yang cocok untuk berolahraga bersantai dan menikmati fasilitas taman kota tempat favorit warga lokal untuk rekreasi harian
189,Sasana wiratama,4.3,Budaya Dan Sejarah,0,-77.871.244,1.103.514.031,museum perjuangan pangeran diponegoro yang menyimpan benda benda peninggalan beliau tempat ini menjadi simbol perlawanan terhadap penjajahan dan edukasi sejarah perjuangan bangsa
190,Taman Tempuran Cikal,4.4,Alam,10000,-7.840.562.331,1.104.494.549,taman tempuran cikal terletak di kecamatan piyungan di taman ini para pengunjung bisa mencoba bermain dengan beberapa wahana yang ada sembari menikmati kesejukan alam taman tempuran cikal atau biasa disebut ttc terletak di dusun cikal desa srimulyo kecamatan piyungan kabupaten bantul kata tempuran ini diambil dari pertemuan antara dua sungai yaitu sungai gawe dan sungai opak taman tempuran ini telah menjadi salah satu obyek wisata baru di daerah piyungan dan telah dilengkapi dengan beberapa fasilitas seperti wahana speed boat kapal kano atv mini trail flying fox outbound taman bermain gazebo tempat parkir yang luas dan toilet ditaman ini pengunjung juga bisa menikmati macam macam kuliner yang
191,Sukunan Tourism Village,4.4,Agrowisata,0,-77.836.412,1.103.364.013,desa wisata sukunan adalah salah satu pelopor desa wisata berbasis lingkungan di yogyakarta yang terletak di kecamatan gamping sleman desa ini dikenal karena komitmennya terhadap prinsip ekowisata pengelolaan sampah mandiri dan penerapan gaya hidup ramah lingkungan pengunjung dapat belajar tentang pengolahan limbah membuat kerajinan dari barang bekas serta menikmati suasana pedesaan yang asri dan edukatif cocok untuk wisata edukasi studi lingkungan dan inspirasi gaya hidup berkelanjutan
192,Bukit Tompak,4.5,Alam,3000,-7.844.259,1.104.557.031,bukit dengan panorama alam terbuka yang indah cocok untuk berburu sunrise atau menikmati ketenangan alam dengan suasana perbukitan khas yogyakarta
193,Taman Glugut,4,Agrowisata,0,-78.777.976,1.103.939.277,wisata alam keluarga yang berada di tepi sungai opak menyediakan fasilitas gazebo spot foto dan wahana anak anak serta jalur bersepeda santai di tengah pepohonan bambu
194,Taman Nggirli,4.3,Wisata Air,0,-78.403.441,1.104.537.568,taman komunitas di pedesaan yang menawarkan suasana alami dan kegiatan sosial edukatif seperti bercocok tanam dan belajar lingkungan
195,Candi Bubrah,4.3,Budaya Dan Sejarah,40000,-77.465.277,1.104.929.268,candi budha yang terletak di kawasan prambanan bernama “bubrah” karena kondisinya dulu rusak kini menjadi spot sejarah dan arkeologi yang menarik
196,Plengkung Wijilan,4.6,Kuliner,0,-78.038.148,1.103.666.102,gerbang benteng tua peninggalan keraton yogyakarta sering dijadikan spot foto dan penanda akses menuju kawasan kuliner gudeg wijilan
197,Candi Kedulan,4.5,Budaya Dan Sejarah,0,-7.742.562,1.104.696.979,candi hindu peninggalan abad ke yang ditemukan terkubur oleh erupsi merapi saat ini masih dalam proses ekskavasi dan pelestarian
198,Museum Satwa Gembira Loka Zoo,4.4,Buatan,75000,-78.053.239,1.103.980.306,bagian dari gembira loka zoo yang menyajikan koleksi satwa diawetkan dan informasi edukatif seputar hewan langka serta upaya konservasi
199,Canting Mas Puncak Dipowono,4.4,Alam,12000,-780.032,110.128.122,destinasi bukit dengan gardu pandang yang menawarkan panorama waduk sermo dan perbukitan menoreh tempat favorit untuk foto dan melihat sunset
200,Taman Air Menari,4.3,Wisata Air,6000,-780.094,110.367.805,taman dengan instalasi air mancur menari yang disinari lampu warna warni cocok untuk wisata malam keluarga dan anak anak
201,Curug Banyunibo,4.1,Wisata Air,0,-78.675.423,1.102.867.568,air terjun tersembunyi yang berada tak jauh dari candi banyunibo cocok untuk pengunjung yang menyukai eksplorasi alam dan trekking ringan
202,Tourism Village East Kaliurang,4.4,Agrowisata,20000,-75.965.373,1.104.312.039,desa wisata di sisi timur kawasan kaliurang yang menawarkan homestay aktivitas budaya serta edukasi vulkanologi seputar merapi
203,Karangtengah Tourism Village,4.3,Agrowisata,30000,-79.376.732,1.103.819.417,desa wisata dengan pesona pedesaan dan aktivitas seperti membatik berkebun dan membuat jajanan tradisional
204,Candi Kimpulan,4.7,Budaya Dan Sejarah,0,-76.883.712,1.104.153.399,candi kecil yang ditemukan di area kampus uii merupakan candi hindu dengan struktur sederhana namun bernilai sejarah tinggi
205,Dewi Kano Tourism Village Kaligono,4.4,Agrowisata,5000,-77.348.214,1.100.803.636,desa wisata yang berfokus pada konservasi alam kegiatan pertanian dan edukasi lingkungan dengan pemandangan pegunungan
206,ARTJOG MMXIX,4.7,Budaya Dan Sejarah,50000,-77.996.687,1.103.533.668,pameran seni kontemporer berskala internasional yang diadakan tahunan di yogyakarta tahun mengusung tema keberagaman dan inklusivitas
207,Kedung Tolok,4.3,Wisata Air,0,-79.632.346,1.103.838.152,kolam alami yang terbentuk dari aliran sungai cocok untuk bermain air dan bersantai di suasana alami yang masih asri
208,Gua Jepang,4.1,Alam,10000,-75.879.932,1.104.305.322,gua peninggalan tentara jepang di masa perang dunia ii yang kini menjadi wisata sejarah sekaligus spot hiking di area kaliurang
209,Desa Wisata Wanurejo,4.4,Agrowisata,15000,-76.117.993,1.102.179.225,terletak dekat candi borobudur desa ini menawarkan aktivitas seperti membatik membuat gerabah dan belajar seni tari tradisional
210,Cane Gardens Gendhu,4.4,Alam,0,-77.435.927,1.101.478.405,kebun bunga yang menawarkan berbagai varietas tanaman hias cocok untuk wisata edukasi pertanian dan swafoto
211,Candi Donotirto,4.4,Budaya Dan Sejarah,0,-77.955.613,1.103.612.095,candi kecil yang berada di dekat mata air suci menarik untuk dikunjungi karena menyatukan unsur arsitektur keagamaan dan alam
212,Candi Lumbung,4.4,Budaya Dan Sejarah,40000,-77.481.336,110.492.962,candi budha yang terletak di kompleks prambanan memiliki struktur menyerupai lumbung padi dan menjadi bagian dari jejak akulturasi budaya hindu budha
213,Pantai Somandeng,4.5,Pantai,15000,-81.490.954,1.106.101.161,pantai di gunungkidul yang tenang dan cocok untuk piknik keluarga memiliki garis pantai yang tidak terlalu ramai dengan pasir putih bersih
214,Series Mahogany Village Nampurejo,4.4,Agrowisata,0,-786.489,1.099.833.922,kompleks wisata alam dan edukasi di tengah hutan mahoni menawarkan ketenangan homestay dan kegiatan outdoor ramah lingkungan
215,Pantai Nampu,4.6,Pantai,10000,-81.837.872,1.107.073.455,pantai alami dengan pasir putih dan ombak yang tenang ideal untuk relaksasi bermain air dan fotografi alam
216,Candi Indah,4.2,Budaya Dan Sejarah,0,-77.447.651,1.104.171.248,situs candi kecil yang masih dalam tahap konservasi namun memiliki nilai sejarah dan arkeologi penting di kawasan prambanan
217,Taman Tino Sidin,4.7,Budaya Dan Sejarah,10000,-77.995.125,1.103.449.674,taman dan galeri seni yang didedikasikan untuk pelukis sekaligus tokoh pendidikan seni rupa tino sidin cocok untuk wisata seni keluarga
218,Stasiun Kereta Api Bantul,4.4,Kuliner,0,-7.887.327,110.329.554,bangunan stasiun tua yang kini tidak beroperasi namun menjadi titik historis transportasi dan jalur rel di wilayah bantul
219,Gardu Pandang Mangol Kencana,4.2,Alam,3000,-78.378.573,1.104.890.534,spot gardu pandang yang terletak di perbukitan kulon progo menawarkan panorama matahari terbit dan cocok untuk kegiatan alam terbuka
220,Wisata Candi Kembar,4.5,Budaya Dan Sejarah,10000,-77.401.262,11.050.544,dua candi kecil berdampingan yang menawarkan suasana tenang dan nilai sejarah tinggi terletak di sekitar area pegunungan
221,Pantai Pasir Puncu,4,Pantai,10000,-78.540.573,1.099.130.624,pantai eksotis yang masih belum banyak diketahui wisatawan dengan pasir bersih dan tebing tebing batu yang unik
222,Randu Ijo,4.2,Alam,15000,-75.657.834,1.103.686.916,area wisata dengan konsep agroforestry yang menampilkan pohon randu dan edukasi lingkungan hidup
223,Bahasa Kopi,4.6,Kuliner,0,-77.344.993,1.103.897.969,kafe edukatif yang menggabungkan pengalaman ngopi dengan pelatihan bahasa diskusi budaya dan ruang komunitas kreatif
224,Cemeti - Institute for Art and Society,4.6,Budaya Dan Sejarah,0,-78.177.918,1.103.623.492,lembaga seni kontemporer di yogyakarta yang aktif mengadakan pameran diskusi dan kolaborasi seni lintas disiplin dan budaya
225,Restoe Boemi Kreo,4.5,Alam,0,-7.723.671.547,110.231.514,restoe boemi kreo sebuah rumah makan hasil karya nextdestinxction untuk masyarakat kreo
226,Tourism Village Kinahrejo,4.4,Agrowisata,0,-75.816.346,1.104.434.317,desa wisata kinahrejo terletak di lereng gunung merapi dan menjadi titik awal favorit bagi wisatawan yang ingin menjelajahi merapi melalui lava tour dikenal sebagai rumah almarhum mbah maridjan juru kunci merapi desa ini menyuguhkan pengalaman edukatif dan emosional tentang letusan merapi budaya jawa dan kehidupan masyarakat sekitar gunung berapi
227,TWM ( Tebing Watu Mabur ),4.4,Alam,2000,-79.456.084,1.104.406.992,tebing watu mabur adalah destinasi wisata alam yang berada di bantul menawarkan panorama alam luar biasa dari ketinggian spot ini populer untuk berkemah dan menyaksikan matahari terbit dengan latar perbukitan hijau serta kabut pagi yang memesona nama watu mabur berarti batu terbang mengacu pada formasi batuan unik di tebing ini
228,Tempat Wisata Mangir,4.4,Agrowisata,10000,-79.001.751,1.102.752.732,tempat wisata mangir merupakan destinasi bernuansa sejarah dan budaya yang terletak di wilayah pajangan bantul tempat ini menyimpan kisah legenda ki ageng mangir dan memiliki potensi wisata budaya pertanian serta alam pedesaan yang masih alami cocok untuk wisata edukasi dan napak tilas sejarah lokal
229,Gabugan Tourism Village,4.4,Agrowisata,0,-76.609.669,1.103.797.272,desa wisata gabugan di sleman menawarkan pengalaman pedesaan otentik dengan suasana asri dan aktivitas pertanian tradisional wisatawan dapat ikut serta dalam panen padi belajar membatik membuat kerajinan serta menikmati pertunjukan seni rakyat desa ini juga mendukung prinsip wisata ramah lingkungan dan pemberdayaan masyarakat
230,Pangurakan Gate,4.6,Budaya Dan Sejarah,15000,-78.015.969,1.103.646.114,pangurakan gate adalah pintu gerbang bersejarah yang menjadi akses utama menuju kompleks keraton yogyakarta dari arah utara bangunan ini memiliki nilai arsitektural dan historis tinggi karena menjadi bagian dari sumbu filosofis yogyakarta yang menghubungkan gunung merapi keraton dan laut selatan lokasi ini sering dilewati dalam upacara tradisional keraton dan merupakan spot foto ikonik bagi wisatawan
231,Candi Ijo,4.7,Budaya Dan Sejarah,10000,-7.783.381.475,1.105.104.366,candi ijo adalah sebuah kompleks percandian bercorak hindu berada kilometer arah tenggara dari candi ratu boko atau kira kira kilometer di sebelah timur kota yogyakarta candi ini diperkirakan dibangun antara kurun abad ke sampai dengan ke masehi pada saat zaman kerajaan medang periode mataram
232,Wanagama 1000 Selfie (WG1000S),4.5,Alam,5000,-78.928.168,1.105.472.087,hutan pendidikan wanagama dengan spot foto kekinian yang instagramable di tengah alam hijau
233,Hutan Cemara Sembung,4.2,Alam,5000,-78.306.883,1.102.897.089,hutan dengan deretan pohon cemara tinggi cocok untuk bersantai dan berfoto estetik
234,Pakem Sari Water Park,3.7,Wisata Air,20000,-7.661.928,110.413.932,wahana air keluarga dengan berbagai permainan dan kolam untuk anak hingga dewasa
235,Dodogan Cultural Tourism,4.2,Wisata Air,4000,-7.926.687,1.104.825.668,wisata budaya lokal dengan pertunjukan seni tradisional dan kuliner khas desa
236,Goa Kalisuci,4.6,Alam,2000,-8.002.397.389,1.106.395.038,destinasi cave tubing populer menyusuri sungai bawah tanah dengan ban di tengah keindahan gua alami
237,Tourism Village Mina Padi Cibuk Kidul,4.2,Agrowisata,0,-77.555.134,1.103.099.247,desa wisata pertanian berbasis mina padi ikan dan padi edukatif dan ramah lingkungan
238,Ecotourism Jatisari Seropan 3,4.3,Alam,2000,-79.436.686,1.104.440.412,wisata alam berbasis konservasi dan pertanian cocok untuk edukasi dan relaksasi
239,Eco Park Sriharjo,4.5,Alam,50000,-79.449.846,1.104.175.478,taman alam di perbukitan sriharjo dengan suasana asri dan pemandangan lembah menawan
240,Goa Sentono,4.1,Alam,5000,-78.129.534,1.104.715.037,gua kecil yang diyakini memiliki nilai spiritual dikelilingi suasana alam yang tenang
241,Desa Wisata Sendari,4.3,Agrowisata,25000,-77.375.229,110.325.111,desa kreatif pengrajin gerabah dan batik cocok untuk wisata budaya dan workshop kerajinan
242,Terasiring Sriharjo,4.6,Alam,10000,-79.448.403,1.104.180.764,persawahan bertingkat yang indah dan hijau mirip lanskap ubud bali
243,Candi Gana,4.1,Budaya Dan Sejarah,7500,-77.439.064,1.104.961.559,candi kecil bercorak hindu yang menyimpan nilai sejarah dan keunikan arsitektur
244,Kampoeng Cyber Yogyakarta,4.4,Pendidikan,0,-7.809.384,1.103.585.784,kampung modern dengan digitalisasi berbasis warga pionir smart village di jogja
245,Desa Wisata Pengkok,4.3,Agrowisata,3000,-78.729.739,1.104.957.781,desa wisata edukatif yang menyajikan kehidupan pedesaan pertanian dan budaya lokal
246,Bangsal Magangan,4.7,Budaya Dan Sejarah,10000,-78.087.595,1.103.637.221,bangunan bersejarah yang dahulu menjadi bagian penting dalam struktur keraton yogyakarta
247,Watu Tekek,4.1,Alam,10000,-76.643.486,1.102.081.121,batu besar unik yang menjadi ikon lokal berada di area wisata alam dengan suasana hening
248,Jetis Monument,4.2,Buatan,15000,-78.273.402,1.103.253.528,tugu bersejarah yang memperingati perjuangan masyarakat jetis di masa penjajahan
249,Tourism Village Display,4.3,Agrowisata,5000,-771.528,1.103.655.598,galeri mini yang menampilkan ragam desa wisata di jogja sebagai inspirasi destinasi
250,Jipangan Tourism Village,4.4,Wisata Air,4000,-78.548.212,1.103.277.628,desa wisata yang menawarkan budaya pertanian dan atraksi kesenian lokal
251,Pantai Bukit Indah Nampu,4.4,Pantai,10000,-81.840.158,1.107.081.369,pantai dengan bukit kecil dan pemandangan laut yang eksotis cocok untuk sunset hunting
252,Candi Siwa,4.5,Budaya Dan Sejarah,25000,-77.520.327,1.104.912.079,salah satu candi utama di kompleks prambanan megah dan penuh nilai spiritual hindu
253,Geger Menjangan,4.1,Alam,5000,-76.993.041,1.100.306.903,bukit karst dengan pemandangan luas dan cerita legenda tentang kijang suci
254,Pantai Segoro Kidul,4.3,Pantai,50000,-7.996.434,1.102.414.412,pantai penuh legenda yang diyakini sebagai gerbang laut selatan menyajikan panorama mistis nan indah
255,Museum dan Tanah Liat,4.6,Budaya Dan Sejarah,0,-78.200.451,1.103.394.857,museum kreatif berbasis tanah liat dengan karya seni interaktif dan edukasi keramik
256,Tugu Jam,4.5,Budaya Dan Sejarah,24000,-78.064.821,1.103.630.733,penanda waktu klasik di area kota yang menjadi ikon lokal dengan nilai sejarah unik
257,Pantai Ngrawah,4.5,Pantai,10000,-81.250.824,1.105.202.032,pantai tersembunyi dengan pasir putih dan ombak tenang cocok untuk camping atau eksplorasi
258,Tourism Village Mlangi,4.7,Agrowisata,5000,-77.622.125,1.103.313.254,desa religius yang terkenal dengan pondok pesantren cocok untuk wisata religi dan budaya
259,Between Two Gates,4.6,Agrowisata,0,-78.309.782,1.103.992.208,spot foto di antara dua gapura klasik simbol transisi budaya dan waktu di yogyakarta
260,"Nanggulan Rice Terrace, Watumurah, Pendowoharjo",4.3,Alam,5000,-77.479.509,1.101.903.153,hamparan sawah bertingkat yang memesona di kawasan pedesaan nanggulan
261,Museum Sonobudoyo Unit II,4.7,Budaya Dan Sejarah,10000,-78.040.124,110.366.348,unit lanjutan museum budaya jawa menyajikan koleksi keris batik dan artefak sejarah
262,Sonobudoyo State Museum Unit II,4.7,Budaya Dan Sejarah,10000,-78.040.124,110.366.348,museum negara yang memamerkan kekayaan budaya dan sejarah jawa secara mendalam
263,Brahma Temple,4.5,Budaya Dan Sejarah,25000,-77.523.837,1.104.912.216,candi di kompleks prambanan yang didedikasikan untuk dewa brahma arsitekturnya megah dan simetris
264,Tradisional Park,4.3,Buatan,20000,-76.286.063,1.104.252.096,taman dengan nuansa tradisional yang menampilkan budaya dan kehidupan desa zaman dulu
265,Air Terjun Banyu Nibo,4.3,Wisata Air,0,-79.033.828,1.104.572.075,air terjun mungil yang dikelilingi pepohonan cocok untuk healing dan eksplorasi
266,Obelix Hills Sunset View,4.6,Buatan,25000,-78.070.316,1.105.215.714,spot kekinian untuk menikmati sunset dengan café outdoor dan banyak spot foto
267,Goa Jepang Pengklik,4.4,Alam,10000,-78.037.677,1.104.779.306,gua buatan peninggalan jepang saat perang dunia ii kini jadi situs sejarah dan wisata edukasi
268,Pantai Ngluwen,4.5,Pantai,10000,-81.140.054,1.104.898.614,pantai perawan yang tenang cocok untuk pelarian dari keramaian kota
269,Desa Wisata Malangan,4.4,Agrowisata,5000,-77.586.856,1.102.533.026,desa wisata dengan aktivitas budaya seperti seni karawitan dan kuliner tradisional
270,pantai Trisik,3.9,Pantai,3000,-79.673.349,110.182.607,pantai alami dengan konservasi penyu dan suasana pantai yang bersih dan sejuk
271,Karangnongko Temple,4.1,Budaya Dan Sejarah,0,-76.771.502,1.105.569.914,situs candi kecil bercorak hindu tersembunyi namun menyimpan pesona historis
272,Watu Kendhil,4.3,Alam,5000,-76.353.212,1.102.147.341,batu besar unik yang menjadi simbol lokal dan kerap dikunjungi untuk meditasi alam
273,Gazebo Fakultas Pertanian UGM,4.5,Buatan,0,-77.682.109,1.103.813.503,ruang terbuka hijau untuk diskusi belajar atau bersantai di lingkungan kampus
274,Dewi Rawe,4.5,Buatan,10000,-77.514.803,1.103.352.759,destinasi wisata berbasis pertanian dan budaya di sleman dengan berbagai aktivitas edukatif
275,Embung KP,4.3,Wisata Air,4000,-76.588.773,110.235.082,embung atau bendungan kecil yang digunakan untuk irigasi dan kini jadi spot piknik serta mancing
276,Geopark Gunung Sewu,4.4,Buatan,5000,-78.475.299,1.104.795.506,kawasan konservasi alam karst yang masuk unesco global geopark penuh gua dan lanskap eksotis
277,Goa Payaman,4.2,Alam,25000,-78.346.264,110.258.599,gua alami yang masih alami dan jarang dikunjungi cocok untuk petualang alam
278,Pantai Watunene,4.6,Pantai,7500,-81.594.636,1.106.292.219,pantai tersembunyi di pesisir selatan dengan hamparan pasir putih dan batuan indah
279,Desa Wisata Nawung,4.3,Wisata Air,20000,-78.202.819,1.105.425.329,desa wisata yang fokus pada pelestarian budaya dan lingkungan serta kuliner tradisional
280,Kadisoka Temple,3.8,Budaya Dan Sejarah,0,-77.553.303,1.104.459.721,candi kecil yang ditemukan di tengah pemukiman menyimpan nilai arkeologi penting
281,Kampung Wisata Tanen | KAWITAN,4.4,Agrowisata,0,-76.270.688,1.104.201.728,kampung yang memadukan pertanian seni tradisional dan ekowisata dalam satu tempat
282,MANGGALIA INDAH,3.9,Agrowisata,15000,-75.915.194,1.105.074.483,tempat wisata modern keluarga dengan fasilitas hiburan dan kuliner yang nyaman
283,Desa Wisata Batur,4.4,Alam,15000,-78.597.347,1.105.498.557,desa yang menawarkan keindahan alam dan kearifan lokal dengan aktivitas outbound dan budaya
284,Museum Rs Mata Dr Yap,4.5,Budaya Dan Sejarah,0,-7.780.141,1.103.741.398,museum kedokteran mata pertama di indonesia menyimpan sejarah dunia oftalmologi
285,Government Tourist Information Center,4.6,Agrowisata,0,-77.953.215,1.103.657.371,pusat informasi resmi pariwisata yogyakarta lengkap dengan peta dan brosur wisata
286,Museum Geoteknologi Mineral,4.5,Budaya Dan Sejarah,0,-77.816.997,1.104.146.097,museum edukatif yang menampilkan batuan mineral dan teknologi geologi
287,Unit Office Taman Wisata Candi Prambanan,4.6,Agrowisata,50000,-77.541.053,1.104.928.588,kantor pengelola resmi wisata candi pusat informasi dan tiket
288,Perwara Temple,4.4,Budaya Dan Sejarah,50000,-77.516.703,1.104.921.881,candi candi pendamping di kompleks prambanan yang berjumlah puluhan mencerminkan struktur kosmis hindu
289,Tourism Village Srowolan,4.3,Agrowisata,10000,-76.663.773,1.103.858.213,desa wisata di kaki merapi dengan kesejukan alam kopi lokal dan atraksi budaya
290,Candi Morangan,4.3,Budaya Dan Sejarah,15000,-76.848.173,1.104.694.913,situs candi yang ditemukan kembali dalam keadaan terkubur simbol sejarah masa lalu yang unik
291,Tourism Village Bokesan,4.4,Agrowisata,0,-7.706.782,1.104.742.429,desa wisata dengan pengalaman berkebun beternak dan edukasi alam
292,Lava Tour Merapi,4.8,Alam,350000,-77.531.441,1.103.473.714,wisata jeep menyusuri jalur bekas letusan merapi dengan cerita sejarah dan edukasi geologi
293,Tuk Si Bedug,4.5,Wisata Air,0,-77.343.858,1.103.004.508,sumber mata air alami yang dikeramatkan warga diyakini memiliki energi spiritual
294,Pantai Baru,4.3,Pantai,4000,-81.338.843,1.105.510.278,pantai yang mulai populer dengan angin segar dan deretan kincir angin sebagai daya tarik utama
295,WISATA DESA WATU LEDHEK,4.3,Wisata Air,0,-77.162.707,1.103.898.193,desa wisata dengan atraksi seni tari ledhek dan panorama alam khas pedesaan
296,Wisata Alam Pos Mati,4.3,Alam,0,-76.264.157,1.101.789.032,wisata yang menyajikan pemandangan menarik dari atas bukit
297,Morangan Temple,4.1,Budaya Dan Sejarah,15000,-76.848.728,1.104.695.674,candi hindu dari abad ke atau ke yang terletak di morangan sleman terletak meter di bawah permukaan tanah dan terdiri dari candi utama serta candi perwara yang terbuat dari batu andesit
298,Sekretariat Sementara Museum Anak Kolong Tangga,4.4,Agrowisata,5000,-78.187.216,1.103.646.999,museum mainan pertama di indonesia terletak di bawah tangga gedung taman budaya yogyakarta menampilkan berbagai koleksi mainan dan alat peraga edukatif
